mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,mention_type,explicit_payload,explicit_locator,effective_locator,relation_type,relation_surface,antecedent_mention_id,explicit_author,inherited_author,inherited_work_id,resolved_work_id,candidate_work_ids,resolution,resolution_method,confidence,abbreviation,abbreviation_expansion,source_family,warnings
mention-0001,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,1,1,1,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998. С. 26.",full_reference,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998. С. 26.",С. 26,С. 26,,,,,,,korneeva-research-021,korneeva-research-021,resolved_explicit,token_overlap,1.0,,,,
mention-0002,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,1,В историографии понятие правовой культуры первоначально оформилось в рамках социологии права и связывалось с ценностными ориентациями общества по отношению к правовой системе:,commentary,В историографии понятие правовой культуры первоначально оформилось в рамках социологии права и связывалось с ценностными ориентациями общества по отношению к правовой системе:,,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0003,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,2,"Friedman L.M. Legal Culture and Social Development // Law & Society Review. 1969. Vol. 4, № 1. P. 29–44",full_reference,"Friedman L.M. Legal Culture and Social Development // Law & Society Review. 1969. Vol. 4, № 1. P. 29–44","Vol. 4, № 1; P. 29–44","Vol. 4, № 1; P. 29–44",,,,,,,korneeva-footnote-001,korneeva-footnote-001,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0004,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,3,"Idem. The Legal System: A Social Science Perspective. New York: Russell Sage Foundation, 1975. В сравнительно-правовых исследованиях близкая проблематика развивалась через понятие правовой традиции, позволявшее рассматривать право не только как систему норм, но и как совокупность устойчивых представлений о природе права, его роли, способах применения, изучения и передачи:",full_reference,"The Legal System: A Social Science Perspective. New York: Russell Sage Foundation, 1975. В сравнительно-правовых исследованиях близкая проблематика развивалась через понятие правовой традиции, позволявшее рассматривать право не только как систему норм, но и как совокупность устойчивых представлений о природе права, его роли, способах применения, изучения и передачи:",,,same_author,Idem.,mention-0003,,"Friedman, L",,korneeva-footnote-002,korneeva-footnote-002,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0005,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,4,"Merryman J.H. The Civil Law Tradition: An Introduction to the Legal Systems of Western Europe and Latin America. Stanford: Stanford University Press, 1969. Для анализа сосуществования различных нормативных порядков и взаимодействия официального права, обычая и социальных практик принципиальное значение получили исследования правового плюрализма:",full_reference,"Merryman J.H. The Civil Law Tradition: An Introduction to the Legal Systems of Western Europe and Latin America. Stanford: Stanford University Press, 1969. Для анализа сосуществования различных нормативных порядков и взаимодействия официального права, обычая и социальных практик принципиальное значение получили исследования правового плюрализма:",,,,,,,,,korneeva-footnote-003,korneeva-footnote-003,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0006,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,5,"Merry S. E. Legal Pluralism // Law & Society Review. 1988. Vol. 22, № 5. P. 869–896. В более поздней литературе понятие правовой культуры стало использоваться осторожнее: исследователи подчёркивали необходимость учитывать его связь с социальными практиками, правовым воображением, профессиональным знанием и формами правовой коммуникации:",full_reference,"Merry S. E. Legal Pluralism // Law & Society Review. 1988. Vol. 22, № 5. P. 869–896. В более поздней литературе понятие правовой культуры стало использоваться осторожнее: исследователи подчёркивали необходимость учитывать его связь с социальными практиками, правовым воображением, профессиональным знанием и формами правовой коммуникации:","Vol. 22, № 5; P. 869–896","Vol. 22, № 5; P. 869–896",,,,,,,korneeva-footnote-004,korneeva-footnote-004,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0007,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,6,Nelken D. Using the Concept of Legal Culture // Australian Journal of Legal Philosophy. 2004. Vol. 29. P. 1–26,full_reference,Nelken D. Using the Concept of Legal Culture // Australian Journal of Legal Philosophy. 2004. Vol. 29. P. 1–26,Vol. 29; P. 1–26,Vol. 29; P. 1–26,,,,,,,korneeva-footnote-005,korneeva-footnote-005,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0008,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,7,"Cotterrell R. Law, Culture and Society: Legal Ideas in the Mirror of Social Theory. Aldershot: Ashgate, 2006. В медиевистике близкая исследовательская перспектива позволила рассматривать право как часть интеллектуальной, текстовой и социальной жизни средневекового общества, где обычай, авторитет, память, письменная форма и судебная практика не отделены друг от друга:",full_reference,"Cotterrell R. Law, Culture and Society: Legal Ideas in the Mirror of Social Theory. Aldershot: Ashgate, 2006. В медиевистике близкая исследовательская перспектива позволила рассматривать право как часть интеллектуальной, текстовой и социальной жизни средневекового общества, где обычай, авторитет, память, письменная форма и судебная практика не отделены друг от друга:",,,,,,,,,korneeva-footnote-006,korneeva-footnote-006,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0009,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,8,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998",full_reference,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998",,,,,,,,,korneeva-research-021,korneeva-research-021,resolved_explicit,token_overlap,1.0,,,,
mention-0010,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,9,"Grossi P. L’ordine giuridico medievale. Roma; Bari: Laterza, 1995",full_reference,"Grossi P. L’ordine giuridico medievale. Roma; Bari: Laterza, 1995",,,,,,,,,korneeva-footnote-007,korneeva-footnote-007,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0011,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,10,"Wormald P. Legal Culture in the Early Medieval West: Law as Text, Image and Experience. London: Hambledon Press, 1999.",full_reference,"Wormald P. Legal Culture in the Early Medieval West: Law as Text, Image and Experience. London: Hambledon Press, 1999.",,,,,,,,,korneeva-footnote-008,korneeva-footnote-008,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0012,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,1,См. об историко-антропологическом и правовом подходе:,commentary,См. об историко-антропологическом и правовом подходе:,,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0013,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,2,"Блок М. Апология истории, или Ремесло историка. М., 1986. С. 17–31",full_reference,"Блок М. Апология истории, или Ремесло историка. М., 1986. С. 17–31",С. 17–31,С. 17–31,,,,,,,korneeva-research-025,korneeva-research-025,resolved_explicit,exact_title,0.98,,,,
mention-0014,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,3,"Варьяш О.И. История права и антропология права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 28–29",full_reference,"Варьяш О.И. История права и антропология права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 28–29",С. 28–29,С. 28–29,,,,,,,korneeva-research-033,korneeva-research-033,resolved_explicit,exact_title,0.98,,,,
mention-0015,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,4,"Репина Л.П., Зверева В.В., Парамонова М.Ю. История исторического знания. М.: Дрофа, 2004. С. 245.",full_reference,"Репина Л.П., Зверева В.В., Парамонова М.Ю. История исторического знания. М.: Дрофа, 2004. С. 245.",С. 245,С. 245,,,,,,,korneeva-research-102,korneeva-research-102,resolved_explicit,token_overlap,0.856,,,,
mention-0016,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,4,4,1,"Варьяш О.И. Язык средневекового права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 90.",full_reference,"Варьяш О.И. Язык средневекового права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 90.",С. 90,С. 90,,,,,,,korneeva-research-039,korneeva-research-039,resolved_explicit,exact_title,0.98,,,,
mention-0017,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,5,5,1,"См. например, работу нашей коллеги с добротным историографическим обзором:",commentary,"См. например, работу нашей коллеги с добротным историографическим обзором:",,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0018,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,5,5,2,Сафронова Д.П. Устная речь в правовой и документальной практике Леонского королевства X–XI веков // Диалог со временем. 2020. № 72. С. 125.,full_reference,Сафронова Д.П. Устная речь в правовой и документальной практике Леонского королевства X–XI веков // Диалог со временем. 2020. № 72. С. 125.,С. 125,С. 125,,,,,,,korneeva-research-105,korneeva-research-105,resolved_explicit,exact_title,0.98,,,,
mention-0019,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,6,6,1,"Составленные Петром извлечения из римских законов / пер., ввод. ст. и коммент. Д.Ю. Полдникова; под ред. Л.Л. Кофанова // Древнее право. Ius antiquum. 2003. № 1 (11). С. 216–262; 2003. № 2 (12). С. 212–231; 2004. № 1 (13). С. 188–207.",full_reference,"Составленные Петром извлечения из римских законов / пер., ввод. ст. и коммент. Д.Ю. Полдникова; под ред. Л.Л. Кофанова // Древнее право. Ius antiquum. 2003. № 1 (11). С. 216–262; 2003. № 2 (12). С. 212–231; 2004. № 1 (13). С. 188–207.",С. 216–262; С. 212–231; С. 188–207,С. 216–262; С. 212–231; С. 188–207,,,,,,,korneeva-sources-002,korneeva-sources-002,resolved_explicit,exact_title,0.98,,,,
mention-0020,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,7,7,1,"Для исследования особенно значимо понятие правового пространства, позволяющее рассматривать территорию не только как географическую область, но и как совокупность пересекающихся юрисдикций, норм, статусов и механизмов правового взаимодействия:",commentary,"Для исследования особенно значимо понятие правового пространства, позволяющее рассматривать территорию не только как географическую область, но и как совокупность пересекающихся юрисдикций, норм, статусов и механизмов правового взаимодействия:",,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0021,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,7,7,2,"Варьяш И.И. Сарацины под властью арагонских королей: исследование правового пространства XIV в. СПб.: Евразия Clio, 2016. С. 7–8.",full_reference,"Варьяш И.И. Сарацины под властью арагонских королей: исследование правового пространства XIV в. СПб.: Евразия Clio, 2016. С. 7–8.",С. 7–8,С. 7–8,,,,,,,korneeva-research-032,korneeva-research-032,resolved_explicit,exact_title,0.98,,,,
mention-0022,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,8,8,1,Подробнее см. раздел «Каталонские графства в XI–XIII вв.».,commentary,Подробнее см. раздел «Каталонские графства в XI–XIII вв.».,,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0023,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,1,1,1,"Brocà i de Montagut G.M. de. Els Usatges de Barcelona // Anuario del Instituto de Estudios Catalanes. Barcelona: Institut d'Estudis Catalans, 1915. P. 357–389.",full_reference,"Brocà i de Montagut G.M. de. Els Usatges de Barcelona // Anuario del Instituto de Estudios Catalanes. Barcelona: Institut d'Estudis Catalans, 1915. P. 357–389.",P. 357–389,P. 357–389,,,,,,,korneeva-research-208,korneeva-research-208,resolved_explicit,token_overlap,0.804,,,,
mention-0024,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,2,2,1,"Coroleu i Inglada J. Código de los Usajes de Barcelona. Estudio crítico // Boletín de la Real Academia de la Historia. Vol. 4. Cuad. II. Madrid, 1884. P. 85–104.",full_reference,"Coroleu i Inglada J. Código de los Usajes de Barcelona. Estudio crítico // Boletín de la Real Academia de la Historia. Vol. 4. Cuad. II. Madrid, 1884. P. 85–104.",Vol. 4; P. 85–104,Vol. 4; P. 85–104,,,,,,,korneeva-research-218,korneeva-research-218,resolved_explicit,exact_title,0.98,,,,
mention-0025,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,3,3,1,"Пискорский В.К. Крепостное право в Каталонии в Средние века. Киев: Тип. Ун-та св. Владимира Н.Т. Корчак-Новицкого, 1901. C. 5.",full_reference,"Пискорский В.К. Крепостное право в Каталонии в Средние века. Киев: Тип. Ун-та св. Владимира Н.Т. Корчак-Новицкого, 1901. C. 5.","Т. Корчак-Новицкого, 1901","Т. Корчак-Новицкого, 1901",,,,,,,korneeva-footnote-009,korneeva-footnote-009,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0026,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,4,4,1,Fita y Colomé F. Cortes y usajes de Barcelona en 1064. Textos inéditos // Boletín de la Real Academia de la Historia. 1890. T. 5. № 17. P. 385–428,full_reference,Fita y Colomé F. Cortes y usajes de Barcelona en 1064. Textos inéditos // Boletín de la Real Academia de la Historia. 1890. T. 5. № 17. P. 385–428,P. 385–428,P. 385–428,,,,,,,korneeva-research-239,korneeva-research-239,resolved_explicit,exact_title,0.98,,,,
mention-0027,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,4,4,2,Idem. El obispo Guisliberto y los Usajes de Barcelona // Boletín de la Real Academia de la Historia. 1891. T. 6. № 18. P. 228–246.,full_reference,El obispo Guisliberto y los Usajes de Barcelona // Boletín de la Real Academia de la Historia. 1891. T. 6. № 18. P. 228–246.,P. 228–246,P. 228–246,same_author,Idem.,mention-0026,,"Fita y Colomé, F.",,korneeva-research-240,korneeva-research-240,resolved_explicit,exact_title,0.98,,,,
mention-0028,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,5,5,1,"Costums de Tortosa; Libre de les costums generals scrites de la insigne ciutat de Tortosa: texto auténtico de siglo XIII que da a luz nuevamente, ilustrado con observaciones crítico-literarias y un copioso vocabulario / ed. B. Oliver y Esteller. Madrid: Impr. de M. Ginesta, 1881.",short_title_reference,"Costums de Tortosa; Libre de les costums generals scrites de la insigne ciutat de Tortosa: texto auténtico de siglo XIII que da a luz nuevamente, ilustrado con observaciones crítico-literarias y un copioso vocabulario / ed. B. Oliver y Esteller. Madrid: Impr. de M. Ginesta, 1881.",,,,,,,,,korneeva-sources-015,korneeva-sources-015,resolved_explicit,source_family_unique,0.97,,,costums_de_tortosa,
mention-0029,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,6,6,1,Giraud Ch. Op. cit. P. 465–509.,relational_reference,P. 465–509,P. 465–509,P. 465–509,op_cit,Op. cit.,,Giraud Ch,,korneeva-sources-024,korneeva-sources-024,korneeva-sources-024,resolved_relation,op_cit_unique_canonical_work_by_author_and_locator,0.85,,,,
mention-0030,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,7,7,1,Ficker J. Über die Usatici Barchinonae und deren Zusammenhang mit den Exceptiones Legum Romanorum // Mitteilungen des Instituts für Österreichische Geschichtsforschung. 1888. Erg.-Bd. II. S. 236–276.,full_reference,Ficker J. Über die Usatici Barchinonae und deren Zusammenhang mit den Exceptiones Legum Romanorum // Mitteilungen des Instituts für Österreichische Geschichtsforschung. 1888. Erg.-Bd. II. S. 236–276.,Bd. II,Bd. II,,,,,,,korneeva-research-236,korneeva-research-236,resolved_explicit,exact_title,0.98,,,,
mention-0031,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,8,8,1,"Brutails A. Étude sur l’article 72 des Usages de Barcelone: Connu, sous le nom cle loi stratæ // Nouvelle revue historique de droit français et étranger. 1888. Vol. 12. P. 59–79.",full_reference,"Brutails A. Étude sur l’article 72 des Usages de Barcelone: Connu, sous le nom cle loi stratæ // Nouvelle revue historique de droit français et étranger. 1888. Vol. 12. P. 59–79.",Vol. 12; P. 59–79,Vol. 12; P. 59–79,,,,,,,korneeva-research-211,korneeva-research-211,resolved_explicit,exact_title,0.98,,,,
mention-0032,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,9,9,1,"Besta E. Usatici ed usi curiali di Barcellona // Rendication Istituto Lombardo. 1925. Ser. II, Vol. 58. P. 637–652.",full_reference,"Besta E. Usatici ed usi curiali di Barcellona // Rendication Istituto Lombardo. 1925. Ser. II, Vol. 58. P. 637–652.",Vol. 58; P. 637–652,Vol. 58; P. 637–652,,,,,,,korneeva-research-188,korneeva-research-188,resolved_explicit,exact_title,0.98,,,,
mention-0033,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,1,Valls i Taberner F. El problema de la formació dels «Usatges» de Barcelona // Revista de Catalunya. 1925. № 7. P. 26–33,full_reference,Valls i Taberner F. El problema de la formació dels «Usatges» de Barcelona // Revista de Catalunya. 1925. № 7. P. 26–33,P. 26–33,P. 26–33,,,,,,,korneeva-research-409,korneeva-research-409,resolved_explicit,token_overlap,0.884,,,,
mention-0034,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,2,"Idem. Les consuetuds i franqueses de Barcelona de 1284, o «Recognoverunt proceres» // Revista de Catalunya. 1927. № 39. P. 248–254",full_reference,"Les consuetuds i franqueses de Barcelona de 1284, o «Recognoverunt proceres» // Revista de Catalunya. 1927. № 39. P. 248–254",P. 248–254,P. 248–254,same_author,Idem.,mention-0033,,"Valls Taberner, F.",,korneeva-footnote-010,korneeva-footnote-010,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0035,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,3,"Idem. Els elements fonamentals del Dret català antic: Conferència pronunciada a l’Ateneu Barcelonès, el dia 7 de febrer de 1928 // Revista de Catalunya. 1928. № 47. P. 467–479",full_reference,"Els elements fonamentals del Dret català antic: Conferència pronunciada a l’Ateneu Barcelonès, el dia 7 de febrer de 1928 // Revista de Catalunya. 1928. № 47. P. 467–479",P. 467–479,P. 467–479,same_author,Idem.,mention-0034,,"Valls Taberner, F.",,korneeva-footnote-011,korneeva-footnote-011,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0036,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,4,Idem. La cour comtale Barcelonaise // Revue historique de droit français et étranger. 1935. № 4 (14). P. 662–682,full_reference,La cour comtale Barcelonaise // Revue historique de droit français et étranger. 1935. № 4 (14). P. 662–682,P. 662–682,P. 662–682,same_author,Idem.,mention-0035,,"Valls Taberner, F.",,korneeva-research-406,korneeva-research-406,resolved_explicit,exact_title,0.98,,,,
mention-0037,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,5,Idem. El problema de la formació deIs Usatges de Barcelona // Revista de Catalunya. 1925. № 7 (2). P. 26–33,full_reference,El problema de la formació deIs Usatges de Barcelona // Revista de Catalunya. 1925. № 7 (2). P. 26–33,P. 26–33,P. 26–33,same_author,Idem.,mention-0036,,"Valls i Taberner, F.",,korneeva-research-409,korneeva-research-409,resolved_explicit,exact_title,0.98,,,,
mention-0038,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,6,Idem. Els «Usualia de curialibus usibus Barchinonae» (Assaig de reconstrucció) // Estudis universitaris catalans. 1934. № 19. P. 270–280,full_reference,Els «Usualia de curialibus usibus Barchinonae» (Assaig de reconstrucció) // Estudis universitaris catalans. 1934. № 19. P. 270–280,P. 270–280,P. 270–280,same_author,Idem.,mention-0037,,"Valls Taberner, F.",,korneeva-research-410,korneeva-research-410,resolved_explicit,exact_title,0.98,,,,
mention-0039,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,7,Idem. Noves recerques sobre els Usatges de Barcelona // Estudis universitaris catalans. 1935. № 20. P. 69–83.,full_reference,Noves recerques sobre els Usatges de Barcelona // Estudis universitaris catalans. 1935. № 20. P. 69–83.,P. 69–83,P. 69–83,same_author,Idem.,mention-0038,,"Valls Taberner, F.",,korneeva-research-408,korneeva-research-408,resolved_explicit,exact_title,0.98,,,,
mention-0040,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,1,d’Abadal Vinyals R. de. La Data i el lloc de la mort del comte Berenguer Ramon I // Butlletí de la Societat Catalana d’Estudis Històrics. 1952. № 1. P. 43–44,full_reference,d’Abadal Vinyals R. de. La Data i el lloc de la mort del comte Berenguer Ramon I // Butlletí de la Societat Catalana d’Estudis Històrics. 1952. № 1. P. 43–44,P. 43–44,P. 43–44,,,,,,,korneeva-footnote-012,korneeva-footnote-012,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0041,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,2,Idem. El renaixement monàstic a Catalunya després de l’expulsió dels sarraïns // Studia monastica. 1961. № 3. P. 165–177.,full_reference,El renaixement monàstic a Catalunya després de l’expulsió dels sarraïns // Studia monastica. 1961. № 3. P. 165–177.,P. 165–177,P. 165–177,same_author,Idem.,mention-0040,,"d’Abadal Vinyals, R.",,korneeva-footnote-013,korneeva-footnote-013,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0042,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,3,Idem. La institució comtal carolíngia en la pre-Catalunya del segle IX // Anuario de estudios medievales. 1964. № 1. P. 29–75,full_reference,La institució comtal carolíngia en la pre-Catalunya del segle IX // Anuario de estudios medievales. 1964. № 1. P. 29–75,P. 29–75,P. 29–75,same_author,Idem.,mention-0041,,"d’Abadal Vinyals, R.",,korneeva-footnote-014,korneeva-footnote-014,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0043,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,4,"Idem. El dominio Carolingio en la marca peninsular hispánica, siglos IX y X // Hispania: Revista española de historia. 1968. № 2. P. 33–50.",full_reference,"El dominio Carolingio en la marca peninsular hispánica, siglos IX y X // Hispania: Revista española de historia. 1968. № 2. P. 33–50.",P. 33–50,P. 33–50,same_author,Idem.,mention-0042,,"d’Abadal Vinyals, R.",,korneeva-footnote-015,korneeva-footnote-015,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0044,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,12,12,1,Mor C.G. En torno a la formación del texto de los «Usatici Barchinonae» // Anuario de Historia del Derecho Español. 1958. T. 27–28. P. 413–460.,full_reference,Mor C.G. En torno a la formación del texto de los «Usatici Barchinonae» // Anuario de Historia del Derecho Español. 1958. T. 27–28. P. 413–460.,P. 413–460,P. 413–460,,,,,,,korneeva-footnote-016,korneeva-footnote-016,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0045,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,13,13,1,"Oliver y Esteller B. Historia del derecho en Cataluña, Mallorca y Valencia. Código de las costumbres de Tortosa. Madrid: Impr. de M. Ginesta, 1876. 4 vol.",full_reference,"Oliver y Esteller B. Historia del derecho en Cataluña, Mallorca y Valencia. Código de las costumbres de Tortosa. Madrid: Impr. de M. Ginesta, 1876. 4 vol.",,,,,,,,,korneeva-footnote-017,korneeva-footnote-017,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0046,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,14,14,1,"Marín i Luna M.A. Els Usatges de Barcelona // Revista Jurídica de Catalunya. Barcelona, 1930. Vol. XXXVI (Abril-maig-juny 1930). P. 97–135.",full_reference,"Marín i Luna M.A. Els Usatges de Barcelona // Revista Jurídica de Catalunya. Barcelona, 1930. Vol. XXXVI (Abril-maig-juny 1930). P. 97–135.",Vol. XXXVI (Abril-maig-juny 1930); P. 97–135,Vol. XXXVI (Abril-maig-juny 1930); P. 97–135,,,,,,,korneeva-research-328,korneeva-research-328,resolved_explicit,token_overlap,0.923,,,,
mention-0047,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,15,15,1,"Balari y Jovany D.J. Origenes Históricos de Cataluña. Barcelona: Hijos de J. Jepús, 1899.",full_reference,"Balari y Jovany D.J. Origenes Históricos de Cataluña. Barcelona: Hijos de J. Jepús, 1899.",,,,,,,,,korneeva-research-178,korneeva-research-178,resolved_explicit,exact_title,0.98,,,,
mention-0048,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,16,16,1,Idem. Op. cit. P. 453–466.,relational_reference,P. 453–466,P. 453–466,P. 453–466,same_author_op_cit,Idem. Op. cit.,mention-0047,,"Balari y Jovany, D",korneeva-research-178,korneeva-research-178,korneeva-research-178,resolved_relation,op_cit_nearest_prior_work_by_author,0.95,,,,
mention-0049,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,17,17,1,Sabaté i Curull F. The Catalonia of the 10th to12th centuries and the historiographic definition of feudalism // Catalan Historical Review. 2010. Vol. 3. P. 31–53.,full_reference,Sabaté i Curull F. The Catalonia of the 10th to12th centuries and the historiographic definition of feudalism // Catalan Historical Review. 2010. Vol. 3. P. 31–53.,Vol. 3; P. 31–53,Vol. 3; P. 31–53,,,,,,,korneeva-footnote-018,korneeva-footnote-018,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0050,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,18,18,1,"Salrach J.M. La historiografía medieval en Cataluña, 1970–1990 // Cuadernos de Historia de España. 2022. № 89. P. 113–154. DOI: 10.34096/che.n89.12228. URL: https://revistascientificas.filo.uba.ar/index.php/che/article/view/12228 (дата обращения: 01.05.2026).",full_reference,"Salrach J.M. La historiografía medieval en Cataluña, 1970–1990 // Cuadernos de Historia de España. 2022. № 89. P. 113–154. DOI: 10.34096/che.n89.12228. URL: https://revistascientificas.filo.uba.ar/index.php/che/article/view/12228 (дата обращения: 01.05.2026).",P. 113–154,P. 113–154,,,,,,,korneeva-footnote-019,korneeva-footnote-019,new_footnote_only_record,new_footnote_only_record,0.9,,,,
mention-0051,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,19,19,1,Эмфитевзис (лат. emphyteusis от греч. ἐμφύτευσις) — постоянная наследственная аренда полевых земельных участков. (см.,commentary,Эмфитевзис (лат. emphyteusis от греч. ἐμφύτευσις) — постоянная наследственная аренда полевых земельных участков. (см.,,,,,,,,,,,not_bibliographic,commentary_or_internal_cross_reference,,,,,
mention-0052,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,19,19,2,"Бартошек М. Римское право: понятия, термины, определения / пер. с чеш. Ю.В. Преснякова; спец. науч. ред. и авт. предисл. З.М. Черниловский. М.: Юридическая литература, 1989. С. 120).",full_reference,"Бартошек М. Римское право: понятия, термины, определения / пер. с чеш. Ю.В. Преснякова; спец. науч. ред. и авт. предисл. З.М. Черниловский. М.: Юридическая литература, 1989. С. 120).",С. 120,С. 120,,,,,,,korneeva-reference-002,korneeva-reference-002,resolved_explicit,exact_title,0.98,,,,
