mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,kind,locator,matched_key,match_score,match_method,resolution,abbreviation,abbreviation_expansion
mention-0001,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,1,1,1,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998. С. 26.",full_reference,С. 26,korneeva-research-021,1.0,token_overlap,matched,,
mention-0002,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,1,В историографии понятие правовой культуры первоначально оформилось в рамках социологии права и связывалось с ценностными ориентациями общества по отношению к правовой системе:,commentary,,,,,not_bibliographic,,
mention-0003,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,2,"Friedman L.M. Legal Culture and Social Development // Law & Society Review. 1969. Vol. 4, № 1. P. 29–44",full_reference,"Vol. 4, № 1; P. 29–44",,0.294,below_threshold,unresolved,,
mention-0004,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,3,"Idem. The Legal System: A Social Science Perspective. New York: Russell Sage Foundation, 1975. В сравнительно-правовых исследованиях близкая проблематика развивалась через понятие правовой традиции, позволявшее рассматривать право не только как систему норм, но и как совокупность устойчивых представлений о природе права, его роли, способах применения, изучения и передачи:",full_reference,,,0.097,below_threshold,unresolved,,
mention-0005,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,4,"Merryman J.H. The Civil Law Tradition: An Introduction to the Legal Systems of Western Europe and Latin America. Stanford: Stanford University Press, 1969. Для анализа сосуществования различных нормативных порядков и взаимодействия официального права, обычая и социальных практик принципиальное значение получили исследования правового плюрализма:",full_reference,,,0.151,below_threshold,unresolved,,
mention-0006,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,5,"Merry S. E. Legal Pluralism // Law & Society Review. 1988. Vol. 22, № 5. P. 869–896. В более поздней литературе понятие правовой культуры стало использоваться осторожнее: исследователи подчёркивали необходимость учитывать его связь с социальными практиками, правовым воображением, профессиональным знанием и формами правовой коммуникации:",full_reference,"Vol. 22, № 5; P. 869–896",,0.131,below_threshold,unresolved,,
mention-0007,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,6,Nelken D. Using the Concept of Legal Culture // Australian Journal of Legal Philosophy. 2004. Vol. 29. P. 1–26,full_reference,Vol. 29; P. 1–26,,0.203,below_threshold,unresolved,,
mention-0008,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,7,"Cotterrell R. Law, Culture and Society: Legal Ideas in the Mirror of Social Theory. Aldershot: Ashgate, 2006. В медиевистике близкая исследовательская перспектива позволила рассматривать право как часть интеллектуальной, текстовой и социальной жизни средневекового общества, где обычай, авторитет, память, письменная форма и судебная практика не отделены друг от друга:",full_reference,,,0.117,below_threshold,unresolved,,
mention-0009,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,8,"Берман Г.Дж. Западная традиция права: эпоха формирования / пер. с англ. Н.Р. Никоновой, Н. Н. Деева. 2-е изд. М.: Изд-во МГУ; Издательская группа ИНФРА-М—НОРМА, 1998",full_reference,,korneeva-research-021,1.0,token_overlap,matched,,
mention-0010,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,9,"Grossi P. L’ordine giuridico medievale. Roma; Bari: Laterza, 1995",full_reference,,,0.096,below_threshold,unresolved,,
mention-0011,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,2,2,10,"Wormald P. Legal Culture in the Early Medieval West: Law as Text, Image and Experience. London: Hambledon Press, 1999.",full_reference,,,0.202,below_threshold,unresolved,,
mention-0012,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,1,См. об историко-антропологическом и правовом подходе:,commentary,,,,,not_bibliographic,,
mention-0013,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,2,"Блок М. Апология истории, или Ремесло историка. М., 1986. С. 17–31",full_reference,С. 17–31,korneeva-research-025,0.98,exact_title,matched,,
mention-0014,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,3,"Варьяш О.И. История права и антропология права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 28–29",full_reference,С. 28–29,korneeva-research-033,0.98,exact_title,matched,,
mention-0015,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,3,3,4,"Репина Л.П., Зверева В.В., Парамонова М.Ю. История исторического знания. М.: Дрофа, 2004. С. 245.",full_reference,С. 245,korneeva-research-102,0.856,token_overlap,matched,,
mention-0016,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,4,4,1,"Варьяш О.И. Язык средневекового права // Варьяш О.И. Пиренейские тетради: право, общество, власть и человек в средние века. М.: Наука, 2006. С. 90.",full_reference,С. 90,korneeva-research-039,0.98,exact_title,matched,,
mention-0017,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,5,5,1,"См. например, работу нашей коллеги с добротным историографическим обзором:",commentary,,,,,not_bibliographic,,
mention-0018,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,5,5,2,Сафронова Д.П. Устная речь в правовой и документальной практике Леонского королевства X–XI веков // Диалог со временем. 2020. № 72. С. 125.,full_reference,С. 125,korneeva-research-105,0.98,exact_title,matched,,
mention-0019,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,6,6,1,"Составленные Петром извлечения из римских законов / пер., ввод. ст. и коммент. Д.Ю. Полдникова; под ред. Л.Л. Кофанова // Древнее право. Ius antiquum. 2003. № 1 (11). С. 216–262; 2003. № 2 (12). С. 212–231; 2004. № 1 (13). С. 188–207.",full_reference,С. 216–262; С. 212–231; С. 188–207,korneeva-sources-002,0.98,exact_title,matched,,
mention-0020,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,7,7,1,"Для исследования особенно значимо понятие правового пространства, позволяющее рассматривать территорию не только как географическую область, но и как совокупность пересекающихся юрисдикций, норм, статусов и механизмов правового взаимодействия:",commentary,,,,,not_bibliographic,,
mention-0021,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,7,7,2,"Варьяш И.И. Сарацины под властью арагонских королей: исследование правового пространства XIV в. СПб.: Евразия Clio, 2016. С. 7–8.",full_reference,С. 7–8,korneeva-research-032,0.98,exact_title,matched,,
mention-0022,ВВЕДЕНИЕ_ВЕРСИЯ_3.docx,8,8,1,Подробнее см. раздел «Каталонские графства в XI–XIII вв.».,possible_reference,,,0.394,below_threshold,unresolved,,
mention-0023,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,1,1,1,"Brocà i de Montagut G.M. de. Els Usatges de Barcelona // Anuario del Instituto de Estudios Catalanes. Barcelona: Institut d'Estudis Catalans, 1915. P. 357–389.",full_reference,P. 357–389,korneeva-research-208,0.804,token_overlap,matched,,
mention-0024,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,2,2,1,"Coroleu i Inglada J. Código de los Usajes de Barcelona. Estudio crítico // Boletín de la Real Academia de la Historia. Vol. 4. Cuad. II. Madrid, 1884. P. 85–104.",full_reference,Vol. 4; P. 85–104,korneeva-research-218,0.98,exact_title,matched,,
mention-0025,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,3,3,1,Пискорский В.К. Крепостное право в Каталонии в Средние века. Киев: Тип. Ун-та св.,commentary,,,,,not_bibliographic,,
mention-0026,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,3,3,2,"Владимира Н.Т. Корчак-Новицкого, 1901. C. 5.",full_reference,"Т. Корчак-Новицкого, 1901",,0.669,below_threshold,unresolved,,
mention-0027,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,4,4,1,Fita y Colomé F. Cortes y usajes de Barcelona en 1064. Textos inéditos // Boletín de la Real Academia de la Historia. 1890. T. 5. № 17. P. 385–428,full_reference,P. 385–428,korneeva-research-239,0.98,exact_title,matched,,
mention-0028,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,4,4,2,Idem. El obispo Guisliberto y los Usajes de Barcelona // Boletín de la Real Academia de la Historia. 1891. T. 6. № 18. P. 228–246.,full_reference,P. 228–246,korneeva-research-240,0.98,exact_title,matched,,
mention-0029,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,5,5,1,"Costums de Tortosa; Libre de les costums generals scrites de la insigne ciutat de Tortosa: texto auténtico de siglo XIII que da a luz nuevamente, ilustrado con observaciones crítico-literarias y un copioso vocabulario / ed. B. Oliver y Esteller. Madrid: Impr. de M. Ginesta, 1881.",commentary,,,,,not_bibliographic,,
mention-0030,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,6,6,1,Giraud Ch. Op. cit. P. 465–509.,abbreviated_reference,P. 465–509,,0.364,below_threshold,unresolved,,
mention-0031,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,7,7,1,Ficker J. Über die Usatici Barchinonae und deren Zusammenhang mit den Exceptiones Legum Romanorum // Mitteilungen des Instituts für Österreichische Geschichtsforschung. 1888. Erg.-Bd. II. S. 236–276.,full_reference,Bd. II,korneeva-research-236,0.98,exact_title,matched,,
mention-0032,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,8,8,1,"Brutails A. Étude sur l’article 72 des Usages de Barcelone: Connu, sous le nom cle loi stratæ // Nouvelle revue historique de droit français et étranger. 1888. Vol. 12. P. 59–79.",full_reference,Vol. 12; P. 59–79,korneeva-research-211,0.98,exact_title,matched,,
mention-0033,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,9,9,1,"Besta E. Usatici ed usi curiali di Barcellona // Rendication Istituto Lombardo. 1925. Ser. II, Vol. 58. P. 637–652.",full_reference,Vol. 58; P. 637–652,korneeva-research-188,0.98,exact_title,matched,,
mention-0034,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,1,Valls i Taberner F. El problema de la formació dels «Usatges» de Barcelona // Revista de Catalunya. 1925. № 7. P. 26–33,full_reference,P. 26–33,korneeva-research-409,0.884,token_overlap,matched,,
mention-0035,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,2,"Idem. Les consuetuds i franqueses de Barcelona de 1284, o «Recognoverunt proceres» // Revista de Catalunya. 1927. № 39. P. 248–254",full_reference,P. 248–254,,0.335,below_threshold,unresolved,,
mention-0036,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,3,"Idem. Els elements fonamentals del Dret català antic: Conferència pronunciada a l’Ateneu Barcelonès, el dia 7 de febrer de 1928 // Revista de Catalunya. 1928. № 47. P. 467–479",full_reference,P. 467–479,,0.338,below_threshold,unresolved,,
mention-0037,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,4,Idem. La cour comtale Barcelonaise // Revue historique de droit français et étranger. 1935. № 4 (14). P. 662–682,full_reference,P. 662–682,korneeva-research-406,0.98,exact_title,matched,,
mention-0038,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,5,Idem. El problema de la formació deIs Usatges de Barcelona // Revista de Catalunya. 1925. № 7 (2). P. 26–33,full_reference,P. 26–33,korneeva-research-409,0.98,exact_title,matched,,
mention-0039,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,6,Idem. Els «Usualia de curialibus usibus Barchinonae» (Assaig de reconstrucció) // Estudis universitaris catalans. 1934. № 19. P. 270–280,full_reference,P. 270–280,korneeva-research-410,0.98,exact_title,matched,,
mention-0040,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,10,10,7,Idem. Noves recerques sobre els Usatges de Barcelona // Estudis universitaris catalans. 1935. № 20. P. 69–83.,full_reference,P. 69–83,korneeva-research-408,0.98,exact_title,matched,,
mention-0041,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,1,d’Abadal Vinyals R. de. La Data i el lloc de la mort del comte Berenguer Ramon I // Butlletí de la Societat Catalana d’Estudis Històrics. 1952. № 1. P. 43–44,full_reference,P. 43–44,,0.345,below_threshold,unresolved,,
mention-0042,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,2,Idem. El renaixement monàstic a Catalunya després de l’expulsió dels sarraïns // Studia monastica. 1961. № 3. P. 165–177.,full_reference,P. 165–177,,0.293,below_threshold,unresolved,,
mention-0043,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,3,Idem. La institució comtal carolíngia en la pre-Catalunya del segle IX // Anuario de estudios medievales. 1964. № 1. P. 29–75,full_reference,P. 29–75,,0.317,below_threshold,unresolved,,
mention-0044,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,11,11,4,"Idem. El dominio Carolingio en la marca peninsular hispánica, siglos IX y X // Hispania: Revista española de historia. 1968. № 2. P. 33–50.",full_reference,P. 33–50,,0.322,below_threshold,unresolved,,
mention-0045,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,12,12,1,Mor C.G. En torno a la formación del texto de los «Usatici Barchinonae» // Anuario de Historia del Derecho Español. 1958. T. 27–28. P. 413–460.,full_reference,P. 413–460,,0.541,below_threshold,unresolved,,
mention-0046,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,13,13,1,"Oliver y Esteller B. Historia del derecho en Cataluña, Mallorca y Valencia. Código de las costumbres de Tortosa. Madrid: Impr. de M. Ginesta, 1876. 4 vol.",full_reference,,,0.446,below_threshold,unresolved,,
mention-0047,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,14,14,1,"Marín i Luna M.A. Els Usatges de Barcelona // Revista Jurídica de Catalunya. Barcelona, 1930. Vol. XXXVI (Abril-maig-juny 1930). P. 97–135.",full_reference,Vol. XXXVI (Abril-maig-juny 1930); P. 97–135,korneeva-research-328,0.923,token_overlap,matched,,
mention-0048,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,15,15,1,"Balari y Jovany D.J. Origenes Históricos de Cataluña. Barcelona: Hijos de J. Jepús, 1899.",full_reference,,korneeva-research-178,0.98,exact_title,matched,,
mention-0049,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,16,16,1,Idem. Op. cit. P. 453–466.,short_reference,P. 453–466,,,,unresolved,,
mention-0050,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,17,17,1,Sabaté i Curull F. The Catalonia of the 10th to12th centuries and the historiographic definition of feudalism // Catalan Historical Review. 2010. Vol. 3. P. 31–53.,full_reference,Vol. 3; P. 31–53,,0.29,below_threshold,unresolved,,
mention-0051,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,18,18,1,"Salrach J.M. La historiografía medieval en Cataluña, 1970–1990 // Cuadernos de Historia de España. 2022. № 89. P. 113–154. DOI: 10.34096/che.n89.12228. URL: https://revistascientificas.filo.uba.ar/index.php/che/article/view/12228 (дата обращения: 01.05.2026).",full_reference,P. 113–154,,0.411,below_threshold,unresolved,,
mention-0052,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,19,19,1,Эмфитевзис (лат. emphyteusis от греч. ἐμφύτευσις) — постоянная наследственная аренда полевых земельных участков. (см.,possible_reference,,,0.073,below_threshold,unresolved,,
mention-0053,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,19,19,2,"Бартошек М. Римское право: понятия, термины, определения / пер. с чеш. Ю.В. Преснякова; спец. науч. ред. и авт. предисл. З.М. Черниловский. М.: Юридическая литература, 1989. С. 120).",full_reference,С. 120,korneeva-reference-002,0.98,exact_title,matched,,
mention-0054,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,20,20,1,Pons Guri J.M. Entre l’emfiteusi i el feudalisme (els reculls de dret gironins) // Estudi general: Revista de la Facultat de Lletres de la Universitat de Girona. Nº 5–6. 1985–1986. P. 411–418.,full_reference,P. 411–418,,0.311,below_threshold,unresolved,,
mention-0055,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,21,21,1,Idem. Relació jurídica de la remença i els mals usos a les terres gironines // Revista de Girona. 1986. Vol. 32. P. 36–43.,full_reference,Vol. 32; P. 36–43,,0.319,below_threshold,unresolved,,
mention-0056,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,22,22,1,Idem. Documents sobre aplicació dels Usatges de Barcelona anteriors al segle XIII // Acta historica et archaeologica mediaevalia. 1993. № 14–15. P. 39–46.,full_reference,P. 39–46,korneeva-research-354,0.98,exact_title,matched,,
mention-0057,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,23,23,1,"Idem., Pladevall Font A. Particularismes catalans en els costumaris deis segles XIII–XVIII // II Congrés litúrgic de Montserrat. 1967. № 3 (2). P. 103–159.",full_reference,P. 103–159,,0.273,below_threshold,unresolved,,
mention-0058,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,24,24,1,Idem. Document d’aplicació del dret senyorial // Recull d'estudis d'història jurídica catalana. 1989. T. 2. P. 193–196.,full_reference,P. 193–196,,0.334,below_threshold,unresolved,,
mention-0059,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,25,25,1,"Bonnassie P. La Catalogne du milieu du Xe à la fin du XIe siècle: croissance et mutations d’une société. Toulouse: Association des publications de l’Université de Toulouse-Le Mirail, 1975. T. 2. P. 718–728.",full_reference,P. 718–728,korneeva-research-202,0.98,exact_title,matched,,
mention-0060,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,26,26,1,Idem. Les conventions féodales dans la Catalogne du XIe siècle // Annales du midi. 1968. Т. 80. P. 529–561.,full_reference,Т. 80; P. 529–561,,0.469,below_threshold,unresolved,,
mention-0061,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,27,27,1,"Idem. El feudalisme català, segle XI // L’avenç. Història dels Països Catalans. 1988. T. 117. P. 24–28.",full_reference,P. 24–28,korneeva-research-199,0.98,exact_title,matched,,
mention-0062,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,28,28,1,"Idem., Guichard P. Les communautés rurales en Catalogne et dans le pays valencien (IXe milieu XIVe siècle). 1984. P. 79–115.",full_reference,P. 79–115,,0.29,below_threshold,unresolved,,
mention-0063,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,29,29,1,"Idem. Emergence de la Catalogne, VIIIe — milieu XIIe siècle // Histoire des Espagnols 1. 1985. P. 159–183",full_reference,P. 159–183,korneeva-research-201,0.98,exact_title,matched,,
mention-0064,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,29,29,2,Idem. Le comté de Toulouse et le comté de Barcelone au début du IXe au début du XIIIe siècle: P. 801–1213 – esquisse d’histoire comparée // Actes del vuitè Col.loqui Internacional de Llengua i Literatura Catalanes. 1989. Т. 1. P. 27–45.,full_reference,P. 801–1213 –; Т. 1; P. 27–45,korneeva-research-203,0.956,token_overlap,matched,,
mention-0065,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,30,30,1,Idem. Sur les «Origines» de la Catalogne: Quelques remarches et orientations de recherche // Symposium internacional sobre els orígens de Catalunya (segles VIII–XI). 1991. Т. 1. P. 437–445.,full_reference,Т. 1; P. 437–445,korneeva-research-206,0.98,exact_title,matched,,
mention-0066,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,31,31,1,Idem. El proceso der feudalización en Cataluña y Francia del Sur: similitudes y diferencias // Los orígenes del feudalismo en el mundo mediterráneo. 1994. P. 101–117.,full_reference,P. 101–117,korneeva-research-200,0.98,exact_title,matched,,
mention-0067,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,32,32,1,Idem. Nouveautes linguistiques et mutations economico- sociales dans la Catalogne des IXe-XIe siècles // Langages et peuples d’Europe. 2002. P. 47–66.,full_reference,P. 47–66,korneeva-research-205,0.98,exact_title,matched,,
mention-0068,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,33,33,1,"Подробнее о биографии П. Боннасси, логике его творчества и тех, на кого он оказал влияние, см. мемориальный очерк:",possible_reference,,,,,unresolved,,
mention-0069,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,33,33,2,Филиппов И.С. Пьер Боннасси (24.11.1932 — 14.03.2005) // СВ. 2006. № 67. С. 316–325.,full_reference,С. 316–325,korneeva-research-129,0.923,token_overlap,matched,,
mention-0070,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,34,34,1,To Figueras L. Señorío y familia: los orígenes del «hereu» catalán (siglos X–XII) // Studia historica. Historia medieval. 1993. № 11. P. 57–80,full_reference,P. 57–80,,0.23,below_threshold,unresolved,,
mention-0071,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,34,34,2,"Idem. Anthroponymie et pratiques successorales (à propos de la Catalogne, Xe–XIIe siècle) // Actes du colloque international organisé par l’École française de Rome avec le concours du GDR 955 du C.N.R.S. «Genèse médiévale de l’anthroponymie moderne» (Rome, 6–8 octobre 1994). 1996. Vol. 226. P. 42–433",full_reference,Vol. 226; P. 42–433,korneeva-research-402,0.98,exact_title,matched,,
mention-0072,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,34,34,3,"Idem. Família i hereu a la Catalunya nord-oriental (segles X–XII). Barcelona: Publicacions de l’Abadia de Montserrat, 1997.",full_reference,,,0.359,below_threshold,unresolved,,
mention-0073,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,35,35,1,Idem. Le mas catalan du XIIe s. : genèse et évolution d’une structure d’encadrement et d’asservissement de la paysannerie // Cahiers de Civilisation Médiévale. 1993. № 142 (36e année). P. 151–177.,full_reference,P. 151–177,korneeva-research-403,0.98,exact_title,matched,,
mention-0074,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,36,36,1,Idem. Servitude et mobilité paysanne : les origines de la «Remença» catalane (Xie–XIIIe siècle) // Mélanges de l’école française de Rome. 2000. № 2 (112). P. 827–865.,full_reference,P. 827–865,korneeva-research-404,0.98,exact_title,matched,,
mention-0075,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,37,37,1,"Sobrequés Vidal S., Font i Rius J. M. Història de la producció del dret català fins al Decret de Nova Planta. Girona: Universitat de Girona, 1978",full_reference,,,0.332,below_threshold,unresolved,,
mention-0076,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,37,37,2,"Sobrequés Vidal S., Peláez M.J. Historia general del derecho catalán hasta el siglo XVIII. Barcelona: Promociones y Publicaciones Universitarias, 1989.",full_reference,,,0.244,below_threshold,unresolved,,
mention-0077,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,38,38,1,Idem. Régimen municipal en la Baja Edad Media: La «insaculación» // Annals de l’Institut d’Estudis Gironins. 1955. № 10. P. 165–234.,full_reference,P. 165–234,,0.379,below_threshold,unresolved,,
mention-0078,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,39,39,1,Idem. La nobleza catalana en el siglo XIV // Anuario de estudios medievales. 1970. № 7. P. 513–532.,full_reference,P. 513–532,,0.349,below_threshold,unresolved,,
mention-0079,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,40,40,1,"Idem. Societat i estructura política de la Girona medieval / ed. a cura de J. Sobrequés i Callicó. Barcelona: Curial, 1975.",full_reference,,,0.258,below_threshold,unresolved,,
mention-0080,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,41,41,1,"Massip Fonollosa J. La gestació de les costums de Tortosa. [Tortosa]: Consell Intercomarcal de les Terres de l’Ebre, 1984. 430 p.",full_reference,,korneeva-research-333,0.98,exact_title,matched,,
mention-0081,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,41,41,2,"Idem. La Població de Tortosa: antecedents i context històric // Les Cartes de població cristiana i de seguretat de jueus i sarraïns de Tortosa (1148–1149): Actes de les Jornades d'Estudi commemoratives del 850è aniversari de la seva concessió, Tortosa, 14, 15 i 16 de maig de 1999. 2000. P. 151–168.",full_reference,P. 151–168,korneeva-research-334,0.98,exact_title,matched,,
mention-0082,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,42,42,1,Idem. Els organs de la administració de justicia a Tortosa des de la carta de població a les costums // Jaime I y su época. 1979. T. 2. P. 461–473.,full_reference,P. 461–473,korneeva-research-332,0.98,exact_title,matched,,
mention-0083,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,43,43,1,Idem. Problemes de la toponímia de les Terres de l’Ebre // Societat d’Onomàstica: butlletí interior. 1984. № 17. P. 9–11.,full_reference,P. 9–11,korneeva-research-335,0.98,exact_title,matched,,
mention-0084,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,44,44,1,Idem. Un manuscrit de Les Costums de Tortosa retrobat a Mallorca // Revista de llengua i dret. 1986. № 7. P. 61–68.,full_reference,P. 61–68,korneeva-research-336,0.98,exact_title,matched,,
mention-0085,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,45,45,1,Gouron A. Aux origines de l' influence des glossateurs en Espagne // Historia. Instituciones. Documentos. 1983. № 10. P. 325–346.,full_reference,P. 325–346,,0.262,below_threshold,unresolved,,
mention-0086,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,46,46,1,Idem. Le droit commun a-t-il été l’héritier du droit romain? // Les séances de l’Académie des Inscriptions et Belles-Lettres. 1998. Vol. 142. № 1. P. 283–292;,full_reference,Vol. 142; P. 283–292,korneeva-research-252,0.98,exact_title,matched,,
mention-0087,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,47,47,1,"Bisson T. N. The Organized Peace in Southern France and Catalonia, ca. 1140 – ca. 1233 // The American Historical Review. 1977. № 2 (82). P. 290–311",full_reference,P. 290–311,korneeva-research-194,0.98,exact_title,matched,,
mention-0088,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,47,47,2,"Idem. The Problem of Feudal Monarchy: Aragon, Catalonia, and France // Speculum. 1978. № 3 (53). P. 460–478.",full_reference,P. 460–478,korneeva-research-195,0.98,exact_title,matched,,
mention-0089,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,48,48,1,Idem. The «Feudal Revolution» // Past & Present. 1994. № 142. P. 6–42.,full_reference,P. 6–42,korneeva-research-193,0.98,exact_title,matched,,
mention-0090,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,49,49,1,"Idem. Celebration and Persuasion: Reflections on the Cultural Evolution of Medieval Consultation // Legislative Studies Quarterly. 1982. Т. VII. № 2 (May, 1982). P. 181–204.",full_reference,Т. VII; P. 181–204,korneeva-research-189,0.98,exact_title,matched,,
mention-0091,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,50,50,1,"Idem. Tormented Voices: Power, Crisis, and Humanity in Rural Catalonia, 1140–1200. Cambridge; London: Harvard University Press, 1998.",full_reference,,korneeva-research-196,0.98,exact_title,matched,,
mention-0092,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,51,51,1,"Idem. The Crisis of the Twelfth Century: Power, Lordship, and the Origins of European Government. Princeton; Oxford: Princeton University Press, 2015.",full_reference,,korneeva-research-197,0.98,exact_title,matched,,
mention-0093,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,52,52,1,Freedman P.H. An Unsuccessful Attempt at Urban Organization in Twelfth-Century Catalonia // Speculum. Vol. 54. № 3. 1979. P. 479–491,full_reference,Vol. 54; P. 479–491,korneeva-research-242,0.98,exact_title,matched,,
mention-0094,ИСТОРИОГРАФИЯ_ВЕРСИЯ_3.docx,52,52,2,Idem. Military Orders and Peasant Servitude in Catalonia: Twelfth and Thirteenth Centuries // The Hispanic American Historical Review. 1985. Т. 65. No. 1. P. 91–110,full_reference,Т. 65; No. 1.; P. 91–110,korneeva-research-243,0.98,exact_title,matched,,
