mention_id,document,footnote_ordinal,note_id,unit_ordinal,text,kind,locator,matched_key,match_score,match_method,resolution,abbreviation,abbreviation_expansion
mention-0635,ГЛАВА_1_ВЕРСИЯ_3.docx,30,30,2,Millar F. The Greek East and Roman Law: The Dossier of M.Cn. Licinius Rufinus // The Journal of Roman Studies. 1999. Vol. 89. P. 91–99,full_reference,Vol. 89; P. 91–99,,0.267,below_threshold,unresolved,,
mention-0636,ГЛАВА_1_ВЕРСИЯ_3.docx,30,30,3,"Lenel O. Palingenesia Iuris Civilis: Iuris consultorum reliquiae quae Iustiniani Digestis continentur ceteraque iuris prudentiae civilis fragmenta minora secundum auctores et libros. Lipsiae: Bernhard Tauchnitz, 1889. Vol. 1. Col. 559–562.",full_reference,Vol. 1,,0.175,below_threshold,unresolved,,
mention-0637,ГЛАВА_1_ВЕРСИЯ_3.docx,31,31,1,"Conrat M. Der Pandekten- und Institutionenauszug der brittischen Dekretalensammlung: Quelle des Ivo. Berlin: Weidmannsche Buchhandlung, 1887. S. 5–12.",full_reference,,,0.134,below_threshold,unresolved,,
mention-0638,ГЛАВА_1_ВЕРСИЯ_3.docx,32,32,1,"Ivo Carnotensis. Decretum. XVI. 181 // Patrologiae cursus completus. Series Latina / accurante J.-P. Migne. Parisiis: apud J.-P. Migne editorem, 1855. T. 161. Col. 939",full_reference,,,0.063,below_threshold,unresolved,,
mention-0639,ГЛАВА_1_ВЕРСИЯ_3.docx,32,32,2,Idem. Panormia. V.33 // Ibid. Col. 1219.,short_reference,,,0.229,below_threshold,unresolved,,
mention-0640,ГЛАВА_1_ВЕРСИЯ_3.docx,33,33,1,"Flach J. Études critiques sur l’histoire du droit romain au Moyen Âge, avec textes inédits. Paris: L. Larose et Forcel, 1890. P. 235",full_reference,P. 235,,0.464,below_threshold,unresolved,,
mention-0641,ГЛАВА_1_ВЕРСИЯ_3.docx,33,33,2,"Gouron A. Sur la compilation des Usages de Barcelone au douzième siècle // Idem. Pionniers du droit occidental au Moyen Âge. Aldershot; Burlington: Ashgate Variorum, 2006. № V. P. 223–224.",full_reference,P. 223–224,,0.327,below_threshold,unresolved,,
mention-0642,ГЛАВА_1_ВЕРСИЯ_3.docx,34,34,1,"«Тюбингенская книга» (Liber Tubingensis) — принятое в историографии условное название анонимной компиляции римского права, сохранившейся в нескольких рукописях; название происходит от одного из её списков, хранящегося в Университетской библиотеке г. Тюбинген. Памятник представляет собой собрание кратких извлечений и переработок норм римского права, предназначенное, по-видимому, для преподавания и практического применения. Согласно датировке А. Гурона, сборник был составлен около середины XII в. в Южной Франции. «Тюбингенская книга» принадлежит к тому же кругу южнофранцузских компиляций римского права, что «Ашбернемская книга» и «Грацская книга». Материал этих трёх сборников был позднее использован в «Составленных Петром извлечениях из Римских законов». Подробнее см.",possible_reference,,,0.146,below_threshold,unresolved,,
mention-0643,ГЛАВА_1_ВЕРСИЯ_3.docx,34,34,2,Gouron A. Sur la patrie et la datation du «Livre de Tubingue» et des «Exceptiones Petri» // Rivista internazionale di diritto comune. 2003. Vol. 14. P. 15–39,full_reference,Vol. 14; P. 15–39,,0.217,below_threshold,unresolved,,
mention-0644,ГЛАВА_1_ВЕРСИЯ_3.docx,34,34,3,"Idem. Sur la compilation des Usages de Barcelone au douzième siècle // Idem. Pionniers du droit occidental au Moyen Âge. Aldershot; Burlington: Ashgate Variorum, 2006. № V. P. 223–224.",full_reference,P. 223–224,,0.337,below_threshold,unresolved,,
mention-0645,ГЛАВА_1_ВЕРСИЯ_3.docx,35,35,1,"Mor C.G. En torno a la formación del texto de los Usatici Barchinonae // Anuario de Historia del Derecho Español. 1957–1958. T. 27–28. P. 432, 434–435.",full_reference,"P. 432, 434–435",,0.541,below_threshold,unresolved,,
mention-0646,ГЛАВА_1_ВЕРСИЯ_3.docx,36,36,1,"Gouron A. Sur la compilation des Usages de Barcelone au douzième siècle // Gouron A. Pionniers du droit occidental au Moyen Âge. Aldershot; Burlington: Ashgate Variorum, 2006. P. 223–224.",full_reference,P. 223–224,,0.337,below_threshold,unresolved,,
mention-0647,ГЛАВА_1_ВЕРСИЯ_3.docx,37,37,1,Usatges de Barcelona. Us. B6 (89). P. 170.,abbreviated_reference,P. 170,korneeva-sources-040,0.98,exact_title,matched,,
mention-0648,ГЛАВА_1_ВЕРСИЯ_3.docx,38,38,1,"Petri Exceptiones legum Romanorum. Lib. IV. Cap. 17 // Savigny F.C. von. Geschichte des römischen Rechts im Mittelalter. 2. Aufl. Bd. 2. Heidelberg: J.C.B. Mohr, 1834.",full_reference,Bd. 2,korneeva-sources-021,0.764,token_overlap,matched,,
mention-0649,ГЛАВА_1_ВЕРСИЯ_3.docx,38,38,2,"Anhang I.A: «De his, qui iustitiam facere noluerint». S. 410.",commentary,,,,,not_bibliographic,,
mention-0650,ГЛАВА_1_ВЕРСИЯ_3.docx,39,39,1,"В данном случае, намеренное ограничение объёма текста источника обоснованно языковым строем, именно на 9-ю книгу «Обычаев Тортосы» приходится наибольшее число латиноязычных вставок и цитирований. Подробнее об этом, см.",possible_reference,,,0.161,below_threshold,unresolved,,
mention-0651,ГЛАВА_1_ВЕРСИЯ_3.docx,39,39,2,Корнеева А.Д. Классификация латинских заимствований и цитат в тексте Обычаев Тортосы: количественный и качественный аспекты // Человеческий капитал. 2023. № 10(178). С. 31–40.,full_reference,С. 31–40,korneeva-research-062,0.98,exact_title,matched,,
mention-0652,ГЛАВА_1_ВЕРСИЯ_3.docx,40,40,1,Usatges de Barcelona. Us. 111(132). P. 144.,abbreviated_reference,P. 144,korneeva-sources-040,0.98,exact_title,matched,,
mention-0653,ГЛАВА_1_ВЕРСИЯ_3.docx,41,41,1,Costums de Tortosa. 9.29.10. P. 523–524.,abbreviated_reference,P. 523–524,korneeva-sources-014,0.98,exact_title,matched,,
mention-0654,ГЛАВА_1_ВЕРСИЯ_3.docx,42,42,1,Usatges de Barcelona. Us. 111(132). P. 144.,abbreviated_reference,P. 144,korneeva-sources-040,0.98,exact_title,matched,,
mention-0655,ГЛАВА_1_ВЕРСИЯ_3.docx,43,43,1,Costums de Tortosa. 9.29.10. P. 523.,abbreviated_reference,P. 523,korneeva-sources-014,0.98,exact_title,matched,,
mention-0656,ГЛАВА_1_ВЕРСИЯ_3.docx,44,44,1,"Usatges de Barcelona. Us. 111(132): «…si aliquis inde eum requisierit <…>, adiuuet eum …». P. 144. Ср. Costums de Tortosa. 9.29.10: «…si aliquis eum requisierit <…>, adiuvet eum inde …». P. 523.",abbreviated_reference,P. 144; P. 523,,0.322,below_threshold,unresolved,,
mention-0657,ГЛАВА_1_ВЕРСИЯ_3.docx,45,45,1,Usatges de Barcelona. Us. 111(132): «…uel aliquid de suo ei tollere uoluerit…». P. 144.,abbreviated_reference,P. 144,korneeva-sources-040,0.98,exact_title,matched,,
mention-0658,ГЛАВА_1_ВЕРСИЯ_3.docx,46,46,1,Usatges de Barcelona. Us. 108(129). P. 142.,abbreviated_reference,P. 142,korneeva-sources-040,0.98,exact_title,matched,,
mention-0659,ГЛАВА_1_ВЕРСИЯ_3.docx,47,47,1,Costums de Tortosa. 9.29.10. P. 523.,abbreviated_reference,P. 523,korneeva-sources-014,0.98,exact_title,matched,,
mention-0660,ГЛАВА_1_ВЕРСИЯ_3.docx,48,48,1,Usatges de Barcelona. Us. 108(129): «sufficiant ex utraque parte duo testes ad comprobanda eorum negocia». P. 142.,abbreviated_reference,P. 142,korneeva-sources-040,0.98,exact_title,matched,,
mention-0661,ГЛАВА_1_ВЕРСИЯ_3.docx,49,49,1,"Usatges de Barcelona.Us. 7(9): « Miles vero, si caualleriam dimiserit...». P. 58.",abbreviated_reference,P. 58,korneeva-sources-040,0.98,exact_title,matched,,
mention-0662,ГЛАВА_1_ВЕРСИЯ_3.docx,50,50,1,Costums de Tortosa. 9.29.3: «…si caualleriam dimittit…». P. 521.,abbreviated_reference,P. 521,korneeva-sources-014,0.98,exact_title,matched,,
mention-0663,ГЛАВА_1_ВЕРСИЯ_3.docx,51,51,1,Ibid.: «…si caualleriam dimittit…». P. 521.,short_reference,P. 521,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0664,ГЛАВА_1_ВЕРСИЯ_3.docx,52,52,1,Usatges de Barcelona.Us. 7(9): «…cavaleria jaquex assats qui caval e armes non ha…». P. 59.,abbreviated_reference,P. 59,korneeva-sources-040,0.98,exact_title,matched,,
mention-0665,ГЛАВА_1_ВЕРСИЯ_3.docx,53,53,1,Usatges de Barcelona. Us. 15(18). P. 64.,abbreviated_reference,P. 64,korneeva-sources-040,0.98,exact_title,matched,,
mention-0666,ГЛАВА_1_ВЕРСИЯ_3.docx,54,54,1,Costituciones baiulie Mirabeti. 14. P. 6.,abbreviated_reference,P. 6,,0.552,below_threshold,unresolved,,
mention-0667,ГЛАВА_1_ВЕРСИЯ_3.docx,55,55,1,Ibid.: «...dominacioni pro pena...». P. 6.,short_reference,P. 6,korneeva-sources-040,1.0,sequential_short_reference,matched,,
mention-0668,ГЛАВА_1_ВЕРСИЯ_3.docx,56,56,1,Usatges de Barcelona.Us. 84(107). P. 122.,abbreviated_reference,P. 122,korneeva-sources-040,0.98,exact_title,matched,,
mention-0669,ГЛАВА_1_ВЕРСИЯ_3.docx,57,57,1,Costumbres de Orta. XXXVI. P. 620.,abbreviated_reference,P. 620,,0.561,below_threshold,unresolved,,
mention-0670,ГЛАВА_1_ВЕРСИЯ_3.docx,58,58,1,"Комендатор (лат. commendator, кат. comanador; также командор, прецептор) — глава команды, или прецептории, основной местной административно-хозяйственной единицы духовно-рыцарского ордена. Он руководил орденским домом и его владениями, представлял орден на данной территории и участвовал в осуществлении принадлежавших ордену сеньориальных, финансовых и судебных полномочий. См.",possible_reference,,,0.051,below_threshold,unresolved,,
mention-0671,ГЛАВА_1_ВЕРСИЯ_3.docx,58,58,2,Serrano Daura J. La concessió dels Costums de la Batllia de Miravet // Revista de Dret Històric Català. 2015. Vol. 14. P. 280.,full_reference,Vol. 14; P. 280,korneeva-research-389,0.98,exact_title,matched,,
mention-0672,ГЛАВА_1_ВЕРСИЯ_3.docx,59,59,1,Usatges de Barcelona.Us. 84(107): «…salvo suo iure…». P. 122.,abbreviated_reference,P. 122,korneeva-sources-040,0.98,exact_title,matched,,
mention-0673,ГЛАВА_1_ВЕРСИЯ_3.docx,60,60,1,Usatges de Barcelona.Us. 107(128). P. 140.,abbreviated_reference,P. 140,korneeva-sources-040,0.98,exact_title,matched,,
mention-0674,ГЛАВА_1_ВЕРСИЯ_3.docx,61,61,1,Costumbres de Tarrega. [18]. P. 441.,abbreviated_reference,P. 441,,0.559,below_threshold,unresolved,,
mention-0675,ГЛАВА_1_ВЕРСИЯ_3.docx,62,62,1,LV. V.6.3. P. 345.,abbreviated_reference,P. 345,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0676,ГЛАВА_1_ВЕРСИЯ_3.docx,63,63,1,Justícia i resolució… 2018. Doc. 160. P. 312–313.,abbreviated_reference,Doc. 160.; P. 312–313,,0.667,below_threshold,unresolved,,
mention-0677,ГЛАВА_1_ВЕРСИЯ_3.docx,64,64,1,"Ibid.:«Idcirco insistente iudice, sicut lex nostra edocet…». P. 312.",short_reference,P. 312,,0.125,below_threshold,unresolved,,
mention-0678,ГЛАВА_1_ВЕРСИЯ_3.docx,65,65,1,Ibid: «…sicut iustum ab eis preciatum est». P. 313.,short_reference,P. 313,,0.252,below_threshold,unresolved,,
mention-0679,ГЛАВА_1_ВЕРСИЯ_3.docx,66,66,1,Ibid: «…iudicio eius et trium honestorum virorum…». P. 313.,short_reference,P. 313,,,,unresolved,,
mention-0680,ГЛАВА_1_ВЕРСИЯ_3.docx,67,67,1,"Stockholm, Skoklostersamlingen, 1, E 8641.",commentary,,,,,not_bibliographic,,
mention-0681,ГЛАВА_1_ВЕРСИЯ_3.docx,68,68,1,Justícia i resolució… 2018. Doc. 236. P. 446–447.,abbreviated_reference,Doc. 236.; P. 446–447,,0.667,below_threshold,unresolved,,
mention-0682,ГЛАВА_1_ВЕРСИЯ_3.docx,69,69,1,LV. V.1.1. P. 207.,abbreviated_reference,P. 207,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0683,ГЛАВА_1_ВЕРСИЯ_3.docx,70,70,1,Justícia i resolució... 2018. Doc. 186. P. 362–363.,abbreviated_reference,Doc. 186.; P. 362–363,,0.667,below_threshold,unresolved,,
mention-0684,ГЛАВА_1_ВЕРСИЯ_3.docx,71,71,1,"LV. V.1.1: «…pro certo censetur, ut in earum iure inrevocabili modo legum eternitate firmentur …». P. 207.",abbreviated_reference,P. 207,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0685,ГЛАВА_1_ВЕРСИЯ_3.docx,72,72,1,"Justícia i resolució... 2018. Doc. 186: «…pro certo censetur, ut in earum iure inrevocabili modo legum eternitate firmentur…». P. 363.",abbreviated_reference,Doc. 186; P. 363,,0.135,below_threshold,unresolved,,
mention-0686,ГЛАВА_1_ВЕРСИЯ_3.docx,73,73,1,Justícia i resolució... 2018. P. 1061–1062.,abbreviated_reference,P. 1061–1062,,0.667,below_threshold,unresolved,,
mention-0687,ГЛАВА_1_ВЕРСИЯ_3.docx,74,74,1,Justícia i resolució... 2018. Doc. 186.: «… Et pro hac ordinatione reddimus eum in potestatem Sancte Marie ». P. 363.,abbreviated_reference,Doc. 186.; P. 363,,0.165,below_threshold,unresolved,,
mention-0688,ГЛАВА_1_ВЕРСИЯ_3.docx,75,75,1,LV. V.6.3. P. 232.,abbreviated_reference,P. 232,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0689,ГЛАВА_1_ВЕРСИЯ_3.docx,76,76,1,Justícia i resolució... 2018. Doc. 194. P. 375–376.,abbreviated_reference,Doc. 194.; P. 375–376,,0.667,below_threshold,unresolved,,
mention-0690,ГЛАВА_1_ВЕРСИЯ_3.docx,77,77,1,LV. V.6.3: «Ceterum si adesse usque ad decem dies…». P. 232.,abbreviated_reference,P. 232,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0691,ГЛАВА_1_ВЕРСИЯ_3.docx,78,78,1,Justícia i resolució... 2018. Doc. 194: «Certe si debitum reformare dissimulaverit...». P. 376.,abbreviated_reference,Doc. 194; P. 376,,0.22,below_threshold,unresolved,,
mention-0692,ГЛАВА_1_ВЕРСИЯ_3.docx,79,79,1,См. выше.,commentary,,,,,not_bibliographic,,
mention-0693,ГЛАВА_1_ВЕРСИЯ_3.docx,80,80,1,Justícia i resolució… 2024. P. 1061–1063.,abbreviated_reference,P. 1061–1063,,0.667,below_threshold,unresolved,,
mention-0694,ГЛАВА_2_ВЕРСИЯ_3.docx,1,1,1,"Banniard M. Viva voce: communication écrite et communication orale du IVe au IXe siècle en Occident latin. Paris: Institut des études augustiniennes, 1992. P. 46–47.",full_reference,P. 46–47,korneeva-research-180,0.98,exact_title,matched,,
mention-0695,ГЛАВА_2_ВЕРСИЯ_3.docx,2,2,1,Clanchy M.T. Remembering the Past and the Good Old Law // History. 1970. Vol. 60. P. 165,full_reference,Vol. 60; P. 165,,0.214,below_threshold,unresolved,,
mention-0696,ГЛАВА_2_ВЕРСИЯ_3.docx,2,2,2,"McKitterick R.D. The Written Word and Oral Communication: Rome’s Legacy to the Franks // Latin Culture and Medieval Germanic Europe: Germania Latina I / ed. by R. North, T. Hofstra. Groningen: Egbert Forsten, 1992. P. 89–112",full_reference,P. 89–112,,0.232,below_threshold,unresolved,,
mention-0697,ГЛАВА_2_ВЕРСИЯ_3.docx,2,2,3,"Zimmermann M. Écrire et lire en Catalogne (IXe–XIIe siècle). Madrid: Casa de Velázquez, 2003. Vol. 1. P. 43",full_reference,Vol. 1; P. 43,korneeva-research-427,0.98,exact_title,matched,,
mention-0698,ГЛАВА_2_ВЕРСИЯ_3.docx,2,2,4,Сафронова Д.П. Устная речь в правовой и документальной практике Леонского королевства X–XI вв. // Диалог со временем. 2020. Вып. 72. С. 124–125.,full_reference,Вып. 72; С. 124–125,korneeva-research-105,0.903,token_overlap,matched,,
mention-0699,ГЛАВА_2_ВЕРСИЯ_3.docx,3,3,1,"Mostert M. Introduction // Medieval Legal Process: Physical, Spoken and Written Performance in the Middle Ages / ed. by M. Mostert, P. S. Barnwell. Turnhout: Brepols, 2011. P. 3–5.",full_reference,P. 3–5,,0.272,below_threshold,unresolved,,
mention-0700,ГЛАВА_2_ВЕРСИЯ_3.docx,4,4,1,"Мы будем касаться преимущественно двух первых категорий, поскольку проблематика, связанная с принесением клятвы, её ролью и местом в средневековой каталонской правовой культуре требуют отдельного обстоятельного обсуждения, в том числе с привлечением других нормативных источников, а также по возможности актового материала. См. Главу 3 настоящего исследования.",possible_reference,,,0.082,below_threshold,unresolved,,
mention-0701,ГЛАВА_2_ВЕРСИЯ_3.docx,5,5,1,Recognoverunt proceres. [XXV]: «…vocet testes coram quibus dicat se fecisse testamentum ipsius testatoris». P. 595,abbreviated_reference,P. 595,,0.211,below_threshold,unresolved,,
mention-0702,ГЛАВА_2_ВЕРСИЯ_3.docx,6,6,1,Ibid. [XLVIII]: «…quod ipsi testes ita viderunt et audiverunt scribi seu dici». P. 599,short_reference,P. 599,,0.087,below_threshold,unresolved,,
mention-0703,ГЛАВА_2_ВЕРСИЯ_3.docx,7,7,1,"Ibid. [LI]: «creditur et statur relationi unius sagionis, dummodo reperiatur scriptura in capibrevio vel in actis iudicis». P. 600.",short_reference,P. 600,,0.056,below_threshold,unresolved,,
mention-0704,ГЛАВА_2_ВЕРСИЯ_3.docx,8,8,1,"Costums de Tortosa. 1.3.14 : « Los quals jutges deven dir al corredor: “as correguda aquesta penyora?”, e si diu: “hoc”, deven dir: “quantz dies la as correguda?”, e si él respon e sia ver: “tres dies e plus”, deven-li dir: “què i trobes?”,e él deu dir: “aitant y trop”, ço és aquel preu que i troba e, dit lo preu, los jutges deven demanar: “qual és lo conprador?”, e el corredor deu-los assignar, lo qual comprador assignat e que sia present en la cort a dia e a ora de cort e que cort se tenga, los ditzjutges deven dir al veger enaxí: “en veger, fetz-ho saber al deutor, e deitz-li si hi vol acórrer”, e si diu que no, lo veger al primer dia de cort, dia e ora de cort e que cort se tenga, los ditz jutges deven dir e demanar al comprador: “comprat vós aquesta cosa e datz-hi aquest preu?”, e él deu dir e respondre als jutges: “hoc”, e fet lo respost: “hoc donar”, los jutges deven dir al veger enaxí: “en veger, fetz-ho saber al deutor e deitz-li si hi vol accórrer”, e si diu que no, lo veger al primer dia de cort e ora de cort e que cort se tinga, a demanda del creedor, deu dir als jutges: “jo trobe aital hom e axí com vós avíetz jutyat dix-li e fiu-li saber si volia acórrer a aital peynora que avia assignada a sson creedor, que corregut ha tot son temps e dóna-y hom aitant, e él respòs que no i volia acórrer”, e en aquest cas és creegut lo veger, els jutges, açò oït, deven dir a l'escrivà: “feiz-li la carta”». P. 30–31.",abbreviated_reference,P. 30–31,korneeva-sources-014,0.98,exact_title,matched,,
mention-0705,ГЛАВА_2_ВЕРСИЯ_3.docx,9,9,1,"Варьяш О.И. Язык средневекового права // Пиренейские тетради: право, общество, власть и человек в Средние века / Сост. и отв. ред. И.И. Варьяш, Г.А. Попова. М.: Наука, 2006. С. 90.",full_reference,С. 90,korneeva-research-039,0.98,exact_title,matched,,
mention-0706,ГЛАВА_2_ВЕРСИЯ_3.docx,10,10,1,Mostert M. Op. cit. P. 5–6.,short_reference,P. 5–6,,,,unresolved,,
mention-0707,ГЛАВА_2_ВЕРСИЯ_3.docx,11,11,1,"На избыточность и перенасыщенность прямой речью мусульманских судебников, написанных на старокаталанском языке в более поздний период, указывает И.И. Варьяш в работе «Мусульманская Европа: сигналы идентичности»:",commentary,,,,,not_bibliographic,,
mention-0708,ГЛАВА_2_ВЕРСИЯ_3.docx,11,11,2,"Варьяш И.И. Мусульманская Европа. Сигналы идентичности. СПб.: Наука, 2020. C. 20.",full_reference,,korneeva-research-028,0.98,exact_title,matched,,
mention-0709,ГЛАВА_2_ВЕРСИЯ_3.docx,12,12,1,"Costums de Tortosa. 2.7.2 : «…e en plan o en romans diran e preposaran en pleyt denant lo jutgie…». P. 96. Как указывают Х.Х. Чао Фернандес, Х.Ф. Меса Санс, М.К. Пуче Лопес, сходную формулу можно встретить в привилегии Жауме I, выданной Валенсии 4 июня 1264 г. См.",abbreviated_reference,P. 96,korneeva-sources-014,0.98,exact_title,matched,,
mention-0710,ГЛАВА_2_ВЕРСИЯ_3.docx,12,12,2,"Chao Fernández J.J., Mesa Sanz J.F., Puche López M.C. Latín y vernáculo en los documentos de Jaime I «El Conquistador». P. 4–5. URL: https://rua.ua.es/server/api/core/bitstreams/1d1715b4-03df-44af-8f8f735d42598d67/content (дата обращения: 29.07.2026).",full_reference,P. 4–5,,0.341,below_threshold,unresolved,,
mention-0711,ГЛАВА_2_ВЕРСИЯ_3.docx,13,13,1,Ibid. 2.7.2 : « L’expressió «en pla o en romanç diran» sembla indicativa que la llengua oral en la pràctica forense era la llatina». P. 96.». P. 96. N. 2.,short_reference,P. 96; P. 96,,0.163,below_threshold,unresolved,,
mention-0712,ГЛАВА_2_ВЕРСИЯ_3.docx,14,14,1,"Pla // Alcover A.M., Moll F. de B. Diccionari català-valencià-balear. URL: https://dcvb.iec.cat/results.asp?word=pla (дата обращения: 29.07.2026)",full_reference,,,0.337,below_threshold,unresolved,,
mention-0713,ГЛАВА_2_ВЕРСИЯ_3.docx,14,14,2,"Mas i Miralles A. Al voltant del mot explanar, ‘passar d’una llengua a una altra’ // Zeitschrift für Katalanistik. 2019. Bd. 32. S. 192.",full_reference,Bd. 32,,0.168,below_threshold,unresolved,,
mention-0714,ГЛАВА_2_ВЕРСИЯ_3.docx,15,15,1,Duarte i Montserrat C. Notes sobre el Llibre de les Costums de Tortosa // Revista de Llengua i Dret. 1985. Núm. 6. P. 23–25.,full_reference,Núm. 6.; P. 23–25,korneeva-sources-014,0.98,exact_title,matched,,
mention-0715,ГЛАВА_2_ВЕРСИЯ_3.docx,16,16,1,"Chao Fernández J.J., Mesa Sanz J.F., Puche López M.C. Latín y vernáculo en los documentos de Jaime I «El Conquistador». P. 5. URL: https://rua.ua.es/server/api/core/bitstreams/1d1715b4-03df-44af-8f8f735d42598d67/content (дата обращения: 29.07.2026).",full_reference,P. 5,,0.341,below_threshold,unresolved,,
mention-0716,ГЛАВА_2_ВЕРСИЯ_3.docx,17,17,1,LV. VI.1: «De accusatoribus reorum». P. 246–256.,abbreviated_reference,P. 246–256,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0717,ГЛАВА_2_ВЕРСИЯ_3.docx,18,18,1,"LV. VI.5.14–15: «Si homicidam nullus accuset, iudex, mox facti crimen agnoverit, licentiam habeat corripere criminosum <...> primo proximis occisi datur licentia accusandi; quod si iidem proximi<...> distulerint, tunc accusandi homicidam tam omnibus generaliter aliis parentibus quam exteris aditum pandimus<...> Nam homicidii reus numquam potest esse securus, cum contra eum accusationem deferre nulli penitus licentia denegetur». P. 280–281.",abbreviated_reference,P. 280–281,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0718,ГЛАВА_2_ВЕРСИЯ_3.docx,19,19,1,"LV. VII.1.5: «Quicumque accusatur in crimine, id est veneficio, maleficio, furto aut quibuscumque factis inlicitis, accusator eius concurrat ad comitem civitatis vel iudicem <...> ut ipsi secundum leges causam discutiant <...> Prius tamen pene non subiaceat, quam aut sub presentia iudicum manifestis probationibus arguatur, aut certe <...> eum accusator inscribat; et sic in presentia iudicum <...> questionis agitetur examen». P. 288.",abbreviated_reference,P. 288,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0719,ГЛАВА_2_ВЕРСИЯ_3.docx,20,20,1,"Usatges de Barcelona. Us. B7 (90): «Per scripturam nullius accusacio suscipiatur, sed propria uoce accuset, si legitima et condigna accusatoris persona fiat, presente uidelicet eo quem accusare desiderat, quia nullus absens aut accusari potest aut accusare». P. 170.",abbreviated_reference,P. 170,korneeva-sources-040,0.98,exact_title,matched,,
mention-0720,ГЛАВА_2_ВЕРСИЯ_3.docx,21,21,1,"Costums de Lleida. [162]: «De accusationibus. Non fiunt hic accusaciones cum aliqua sollempnitate vel scriptura, set sic fieri consuevit: “Ego talis conqueror de tali qui occidit talem”». P. 146.",abbreviated_reference,P. 146,,0.164,below_threshold,unresolved,,
mention-0721,ГЛАВА_2_ВЕРСИЯ_3.docx,22,22,1,"Costums de Orta. 77: «Item, quod accusatores criminales non habeant fieri cum inscrip- cione vel alia juris sollempnitate, set sufficiat quod accusator vel denunciator dicat: “conqueror criminaliter de tali, qui occidit talem”». P. 623.",abbreviated_reference,P. 623,,0.156,below_threshold,unresolved,,
mention-0722,ГЛАВА_2_ВЕРСИЯ_3.docx,23,23,1,"Costums de Tortosa. 1.3.2: «Lo veguer o el sag, en qual que manament fassen de venir a cort, deu dir e nomenar: “aytal hom se clama de vós, siatz aytal dia (o aytal hora) a la cort”, e si no li nomena lo nom del clamant, no val aquel manament ne cau en pena neguna aquel a qui hom auràfeyt lo manament”». P. 20.",abbreviated_reference,P. 20,korneeva-sources-014,0.98,exact_title,matched,,
mention-0723,ГЛАВА_2_ВЕРСИЯ_3.docx,24,24,1,Ibid. P. 610.,short_reference,P. 610,korneeva-sources-014,1.0,sequential_short_reference,matched,,
mention-0724,ГЛАВА_2_ВЕРСИЯ_3.docx,25,25,1,"LV. II.5.10: «Morientium extrema voluntas... sive tantummodo verbis coram probatione... promulgata: hec ordinationum quatuor genera omni perenniter valere subsistant... Illa vero voluntas defuncti... que verbis tantummodo coram probatione promulgata patuerit... tunc robur plenissimum obtinebit, si testes ipsi, qui hoc audierint... infra sex mensuum spatium... sua coram iudice iuratione confirment». P. 112–113.",abbreviated_reference,P. 112–113,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0725,ГЛАВА_2_ВЕРСИЯ_3.docx,26,26,1,"LV. II.5.11(13): «In itinere pergens aut in expeditione publica moriens, si ingenuos secum non habeat, volumtatem suam propria manu conscribat. Quod si litteras nescierit aut pre langore scribere non potuerit, eandem volumtatem servis insinuet, quorum fidem episcopus adque iudex probare debebunt. Et si nullatenus antea fraudulenti fuisse patuerint, quod sub iuramenti taxatione protulerint, conscribatur, ut sacerdotis adque iudicis suscriptione firmetur; hac postmodum autoritate regia roboratum, firmum quod decreverit habeatur». P. 114.",abbreviated_reference,P. 114,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
mention-0726,ГЛАВА_2_ВЕРСИЯ_3.docx,27,27,1,"LV. II.5.13 (15): «Omnes scripture, quarum et auctor et testis defunctus est, in quibus tamen suscriptio vel signum conditoris adque testium firmitas repperitur, dum in audientia prolate constiterint, ex aliis cartarum signis vel suscriptionibus contropentur, suffi- ciatque ad firmitatem vel veritatis huiuis indaginem agnoscendam trium aut quattuor scripturarum similis et evidens prolata suscriptio. Quod si talibus scripturis legum tempora obviaverint, pro certo decernitur, quia valere non poterunt». P. 115.",abbreviated_reference,P. 115,korneeva-sources-027,1.0,authoritative_abbreviation_list,matched,LV,Lex Visigothorum — «Вестготская правда» / «Книга приговоров»
